region,code,name,address,categories,Unnamed: 0,id,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled,fax_numbers,fax_keywords
Abitibi Temiscamingue,52966,GREICHE ET SCAFF,"39-1801 3E AVENUE, VAL-D'OR, QC, J9P 5K1",,53.0,ChIJk4zSNAJT30wR23azOBVPBe8,Greiche & Scaff Val d'Or,Val-d'Or,CA,QC,J9P 5K1,+1 819-874-8055,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/347/,48.095332,-77.8261741,1745790598,hospital,0,"[""8198747693""]","{""8198747693"": ""general inquiries""}"
Abitibi Temiscamingue,53058,GREICHE & SCAFF,"96-100 DU TERMINUS O, ROUYN-NORANDA, QC, J9X 6H7",,54.0,ChIJLXeeVHUzIU0RXF6rAic7K_Y,Greiche & Scaff Rouyn,Rouyn-Noranda,CA,QC,J9X 6H7,+1 819-764-6786,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/356/,48.24286069999999,-79.0248853,1745790598,hospital,0,"[""8197644504""]","{""8197644504"": ""general inquiries (specific purpose not stated; likely used for general contact or all administrative purposes)""}"
Abitibi Temiscamingue,53134,CHARLES LONGLADE O.D.,"183 ANVIK, TEMISCAMING, QC, J0Z 3R0",,55.0,ChIJRQRBYBpvKE0RL7GveR1bGY8,Vincent Labranche | REALTOR | Cottages For Sale Quebec,Témiscaming,CA,QC,J0Z 3R0,+1 705-499-5923,,pharmacy,https://labranchehometeam.com/,46.7227915,-79.0942891,1745790598,clinic,0,"[""7054727833""]","{""7054727833"": ""general office use (may include referrals, medical records, and administrative communication)""}"
Abitibi Temiscamingue,53179,CLINIQUE D'OPTOMETRIE NATHALIE BRIEN,"887 3E AVENUE, VAL-D'OR, QC, J9P 1T2",,56.0,ChIJdaqu_QVT30wR8_-6R_AC--4,Opto-Réseau Val d'Or,Val-d'Or,CA,QC,J9P 1T2,+1 819-825-8933,,hospital,https://www.opto-reseau.com/fr/cliniques/clinique-opto-reseau-val-dor,48.1032058,-77.7895017,1745790598,hospital,0,"[""403-585-7963"", ""514-695-1975"", ""604-257-5316"", ""5146951975""]","{""403-585-7963"": ""general clinic fax (brossard location) \u2013 likely used for general inquiries, referrals, medical records, and admin"", ""514-695-1975"": ""duplicate of 514-695-1975 (pointe-claire location) \u2013 same purpose"", ""604-257-5316"": ""general clinic fax (montr\u00e9al location) \u2013 likely used for general inquiries, referrals, medical records, and admin"", ""5146951975"": ""duplicate of 514-695-1975 (pointe-claire location) \u2013 same purpose""}"
Abitibi Temiscamingue,53232,CLINIQUE D'OPTOMETRIE ROUYN-NORANDA,"75 MONSEIGNEUR TESSIER O, ROUYN-NORANDA, QC, J9X 2S5",,57.0,ChIJHeczC5wzIU0R6UDeVvaGBOE,IRIS Optométristes et Opticiens - Rouyn-Noranda,Rouyn-Noranda,CA,QC,J9X 4T3,+1 819-764-4747,,hospital,https://iris.ca/fr/trouver-une-boutique/rouyn-noranda,48.2388163,-79.0222534,1745790598,hospital,0,"[""8197644824""]","{""8197644824"": ""general inquiries (general fax line for the clinic; no specific departmental use indicated)""}"
Abitibi Temiscamingue,53822,CENTRE VISUEL DES ESKERS,"41 1E AVENUE E, AMOS, QC, J9T 1H2",,58.0,ChIJV_iVLYqSIE0R4rx5xr2_xug,Centre visuel des eskers,Amos,CA,QC,J9T 1H2,+1 819-732-6831,,hospital,http://centrevisueldeseskers.com/,48.57213499999999,-78.114401,1745790598,hospital,0,"[""8197322877""]","{""8197322877"": ""general inquiries (specific departmental purpose not specified in available sources)""}"
Abitibi Temiscamingue,54055,GMF-U DES AURORES BOREALES,"228 2E RUE E, LA SARRE, QC, J9Z 2G9",,59.0,ChIJc8caUw55IU0RQJ5kUzurZL0,Groupe De Medicine Familiale,La Sarre,CA,QC,J9Z 2G9,+1 819-339-5617,,hospital,https://www.gmfuab.com/fr/,48.8060379,-79.2009429,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54056,CLINIQUE DE SANTE DE L'EVEIL,"202 12E AVENUE E, LA SARRE, QC, J9Z 2M6",,60.0,ChIJA0oPPnh5IU0R6oY1vw_EGAY,Centre Hospitalier De La Sarre,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54057,CLINIQUE DU DOCTEURE HELENE HOTLETT,"12 MONTEE LAVIGNE CP 156, LA SARRE, QC, J9Z 2X5",,61.0,ChIJ26_D2Wh5IU0RuXJe6uUQu6c,Helene Hottlet,La Sarre,CA,QC,J9Z 2X5,+1 819-333-2345,,hospital,,48.7910899,-79.216572,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54157,CLINIQUE MEDICALE LE NOROIS,"201-641 4E RUE O, AMOS, QC, J9T 2S1",,62.0,ChIJn7n3cpGSIE0RifCVQaeDISY,Clinique De Medicine Familiale,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54184,CLINIQUE MEDICALE DE L'OR ET DES BOIS,"1281 7E RUE, VAL-D'OR, QC, J9P 3S1",,63.0,ChIJlZkCWQZT30wRkgWMYIspJXc,Clinique De Physiothérapie Val-d’Or Inc,Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745790598,hospital,0,"[""8198253333""]","{""8198253333"": ""general inquiries""}"
Abitibi Temiscamingue,54185,CLINIQUE FAMILIALE DES PINS,"1019 BOUL DES PINS, VAL-D'OR, QC, J9P 4T2",,64.0,ChIJ7RTqVhZT30wR5W5KfWE87w8,Clinique Familliale Des Pins,Val-d'Or,CA,QC,J9P 4T2,+1 819-825-8464,,hospital,,48.09144819999999,-77.7996847,1745790598,hospital,0,"[""450-973-3848"", ""4186823998"", ""4509733848""]","{""450-973-3848"": ""sleep apnea services (duplicate of the first number, same purpose)"", ""4509733848"": ""sleep apnea services (duplicate of the first number, same purpose)"", ""4186823998"": ""orthotics services (\u00e9quilibre val-d'or\u2014communications related to orthotic services)""}"
Abitibi Temiscamingue,54186,CLINIQUE DR CLAUDE MALENFANT,"1731 3E AVENUE BUREAU 100, VAL-D'OR, QC, J9P 1W3",,65.0,ChIJQwLLYm9T30wR1UB1xtyJoOs,Malenfant Claude Dr,Val-d'Or,CA,QC,J9P 1W3,+1 819-825-6678,,hospital,,48.0974215,-77.81998519999999,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54241,CLINIQUE DE MEDECINE FAMILIALE,"19 RUE GAMBLE O, ROUYN-NORANDA, QC, J9X 2R3",,66.0,ChIJF41xFJozIU0RQWSvWi6SyVQ,Groupe de médecine de famille universitaire,Rouyn-Noranda,CA,QC,J9X 2A9,+1 819-797-4535,,hospital,,48.2441571,-79.0206456,1745790598,hospital,0,"[""8197649436""]","{""8197649436"": ""general inquiries (likely, but could also be used for referrals, medical records, or administrative purposes\u2014exact purpose not specified)""}"
Abitibi Temiscamingue,54242,CLINIQUE MEDICALE DU CUIVRE (SIEGE SOCIAL),"2813 BOUL RIDEAU, ROUYN-NORANDA, QC, J0Z 1Y0",,67.0,ChIJ48hgkXA1IU0RJjy4WsCyRyg,Clinique Médicale Évain,Rouyn-Noranda,CA,QC,J0Z 1Y0,+1 819-768-2252,,hospital,https://www.cliniquemedicaleevain.com/,48.237838,-79.131395,1745790598,hospital,0,"[""8197645792"", ""8197682422""]","{""8197645792"": ""general operations (specific departmental use not specified)"", ""8197682422"": ""general operations of the clinic""}"
Abitibi Temiscamingue,54243,CLINIQUE FLEUR DE LYS,"8 RUE DU TERMINUS E 3E ETAGE, ROUYN-NORANDA, QC, J9X 3B4",,68.0,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,Clinique Medicale Fleur De Lys,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745790598,hospital,0,"[""8197626079""]","{""8197626079"": ""general inquiries (default/general clinic fax; specific department or specialized purpose not specified)""}"
Abitibi Temiscamingue,54244,CLINIQUE MEDICALE ACCES-SANTE,"8 RUE DU TERMINUS E REZ-DE-CHAUSSEE, ROUYN-NORANDA, QC, J9X 3B4",,69.0,ChIJqzaCK5ozIU0RT62BGnrybzA,Clinique Medicale Acces-Sante,Rouyn-Noranda,CA,QC,J9X 3B4,+1 819-762-2130,,hospital,,48.2416536,-79.0196344,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54245,CLINIQUE MEDICALE KEKEKO,"166 RUE IBERVILLE E, ROUYN-NORANDA, QC, J9X 3B4",,70.0,ChIJZxf0-wozIU0R2Oiqe-hczZw,Centre Medical Lariviere,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745790598,hospital,0,[],{}
Abitibi Temiscamingue,54246,CLINIQUE DE MEDECINE DE FAMILLE MARLEAU ET PARAYRE,"19 RUE GAMBLE O, ROUYN-NORANDA, QC, J9X 2R3",,71.0,ChIJYVkO45szIU0RZAWTRW_Ri6c,19 Rue Gamble O,Rouyn-Noranda,CA,QC,J9X 2R3,,,clinic,,48.2398314,-79.0208119,1745790598,clinic,0,[],{}
