region,code,name,address,ramq_billing_categories,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,type,website,latitude,longitude,added_time,place_type,fax_numbers,fax_keywords_en,fax_keywords_fr
Chaudiere Appalaches,18255,HOTEL-DIEU DE LEVIS,"143 RUE WOLFE, LEVIS, QC, G6V 3Z1",,Hotel Dieu Hospital of Lévis,Lévis,CA,QC,G6V 3Z1,+1 418-835-7121,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=364992,46.81487,-71.1773262,1745790598.0,hospital,"14188357146,14188357122","[{""fax_number"": ""14188357122"", ""keyword_en"": ""general communications""}, {""fax_number"": ""14188357146"", ""keyword_en"": ""activities of the foundation""}]","[{""fax_number"": ""14188357122"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14188357146"", ""keyword_fr"": ""administration""}]"
Chaudiere Appalaches,18303,CR EN DEFICIENCE PHYSIQUE DE CHARNY,"9500 BOUL DU CENTRE-HOSPITALIER, LEVIS, QC, G6X 0A1",,Centre De Réadaptation En Déficience Physique Chaudière-Appalaches,Lévis,CA,QC,G6X 0A1,+1 418-380-2064,hospital,http://www.cisssca.com/,46.7259272,-71.25763169999999,1745790598.0,hospital,"14183802096,14183802096","[{""fax_number"": ""14183802096"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14183802096"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14183802096"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14183802096"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,18385,CHSLD SAINT-ALEXANDRE,"1651 RUE NOTRE-DAME E, THETFORD MINES, QC, G6G 0C1",,CHSLD Saint-Alexandre,Thetford Mines,CA,QC,G6G 0C1,+1 418-338-7409,hospital,http://www.cisssca.com/,46.1081352,-71.2788238,1745790598.0,hospital,14184921951,"[{""fax_number"": ""14184921951"", ""keyword_en"": ""general inquiries / general administration""}]","[{""fax_number"": ""14184921951"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,18413,CENTRE MULTI. SSS DE BEAUCEVILLE,"253 RTE 108, BEAUCEVILLE, QC, G5X 2Z3",,Centre de réadaptation en déficience physique Chaudière-Appalaches,Beauceville,CA,QC,G5X 2Z3,+1 418-774-3410,hospital,http://www.cisssca.com/,46.203568,-70.78793,1745790598.0,hospital,,[],[]
Chaudiere Appalaches,18613,CENTRE MULTI. SSS DE LEVIS,"99 RUE DU MONT-MARIE, LEVIS, QC, G6V 0M4",,Centre d'hébergement de Lévis,Lévis,CA,QC,G6V 5C2,+1 418-835-7135,clinic,,46.8133566,-71.1766024,1745790598.0,clinic,14188356413,"[{""fax_number"": ""14188356413"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14188356413"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,18623,CENTRE MULTI. SSS DE BEAUCEVILLE,"253 RTE 108, BEAUCEVILLE, QC, G5X 2Z3",,Centre de réadaptation en déficience physique Chaudière-Appalaches,Beauceville,CA,QC,G5X 2Z3,+1 418-774-3410,hospital,http://www.cisssca.com/,46.203568,-70.78793,1745790598.0,hospital,,[],[]
Chaudiere Appalaches,18633,CPEJ ET CRJDA DE LEVIS,"200 RUE MONSEIGNEUR-BOURGET, LEVIS, QC, G6V 2Y9",,Fondation jeunesse cisss ca,Lévis,CA,QC,G6V 2Y9,+1 418-837-1930,pharmacy,https://www.fondationjeunessechaudiereappalaches.com/,46.8181959,-71.1562927,1745790598.0,clinic,,[],[]
Chaudiere Appalaches,19105,CENTRE MULTI. SSS DE LEVIS,"99 RUE DU MONT-MARIE, LEVIS, QC, G6V 0M4",,Centre d'hébergement de Lévis,Lévis,CA,QC,G6V 5C2,+1 418-835-7135,clinic,,46.8133566,-71.1766024,1745790598.0,clinic,14188356413,"[{""fax_number"": ""14188356413"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14188356413"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,19605,MDA MA DE SAINT-ETIENNE-DE-LAUZON,"540 AV ALBERT-ROUSSEAU, LEVIS, QC, G6J 2C7",,MDAA de Lévis (Maison des aînés et alternative de Lévis à Saint-Étienne-de-Lauzon),Lévis,CA,QC,G6J 0L3,+1 581-838-0500,pharmacy,http://www.cisssca.com/,46.6585834,-71.30415529999999,1745790598.0,clinic,,[],[]
Chaudiere Appalaches,19615,MDA MA DE BLACK LAKE,"510 RUE CHRISTOPHE-COLOMB, THETFORD MINES, QC, G6H 2N6",,Maison des aînées et alternative Black Lake,Thetford Mines,CA,QC,G6H 1B8,+1 418-423-7508,pharmacy,http://www.cisssca.com/,46.04983339999999,-71.359991,1745790598.0,clinic,,[],[]
Chaudiere Appalaches,19675,MAISON DES AINES DE SAINT-MARTIN-DE-BEAUCE,"169 1RE AVENUE E, SAINT-MARTIN, QC, G0M 1B0",,Maison des aînés de Saint-Martin (2022),Saint-Martin,CA,QC,G0M 1B0,+1 581-825-2676,pharmacy,https://www.cisssca.com/accueil,45.9548425,-70.6534171,1745790598.0,clinic,,[],[]
Chaudiere Appalaches,23625,PAVILLON BELLEVUE,"99 RUE MONSEIGNEUR-BOURGET, LEVIS, QC, G6V 9V2",,Pavillon Bellevue Inc,Lévis,CA,QC,G6V 9V2,+1 418-833-3490,hospital,http://www.chsldbellevue.ca/,46.81900350000001,-71.1567908,1745790598.0,hospital,14188336874,"[{""fax_number"": ""14188336874"", ""keyword_en"": ""head office / general enquiries""}]","[{""fax_number"": ""14188336874"", ""keyword_fr"": ""bureau principal / renseignements généraux""}]"
Chaudiere Appalaches,28585,CRDI-TSA DE LAURIER-STATION,"179 BOUL LAURIER, LAURIER-STATION, QC, G0S 1N0",,Crdi Chaudiere,Laurier-Station,CA,QC,G0S 1N0,+1 418-728-3593,pharmacy,,46.542834,-71.62543,1745790598.0,clinic,14187284693,"[{""fax_number"": ""14187284693"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14187284693"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,29655,CENTRE D'HEBERGEMENT CHAMPLAIN - CHANOINE AUDET,"2155 CH DU SAULT, SAINT-ROMUALD, QC, G6W 2K7",,Centre d'hébergement Champlain-de-Chanoine-Audet,Lévis,CA,QC,G6W 2K7,+1 418-834-5322,hospital,https://www.groupechamplain.qc.ca/centres/chantoine-audet/,46.7550991,-71.2375323,1745790598.0,hospital,14188345754,"[{""fax_number"": ""14188345754"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14188345754"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,30019,INSTITUT DE MEDECINE INDUSTRIELLE DE THETFORD INC.,"58 RUE PIE XI CP 247, THETFORD MINES, QC, G6G 5S5",,Clinique Médico-Esthétique de Thetford,Thetford Mines,CA,QC,G6G 0G5,+1 418-338-0334,hospital,http://cmethetford.com/,46.10662539999999,-71.2800436,1745790598.0,hospital,,[],[]
Chaudiere Appalaches,31005,CLINIQUE RADIOLOGIQUE LEVIS-LES RIVIERES,"104-809 RTE DES RIVIERES, SAINT-NICOLAS, QC, G7A 2V2",,Centre Médical Lévis-Les Rivières,Saint-Nicolas,CA,QC,G7A 2V2,+1 418-831-3677,hospital,http://centremedicallevislesrivieres.com/,46.7309148,-71.29584609999999,1745790598.0,hospital,"14188339642,14188328277,14188364848","[{""fax_number"": ""14188364848"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14188339642"", ""keyword_en"": ""purpose unspecified""}, {""fax_number"": ""14188328277"", ""keyword_en"": ""purpose unspecified""}]","[{""fax_number"": ""14188364848"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14188339642"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14188328277"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,31166,CLINIQUE RADIOLOGIQUE LEVIS-METRO,"130-5700 BOUL ETIENNE-DALLAIRE, LEVIS, QC, G6V 8R8",,Clinique radiologique Lévis-métro,Lévis,CA,QC,G6V 8R8,+1 418-838-0800,hospital,http://www.radiologielevis.ca/,46.7911033,-71.1662597,1745790598.0,hospital,14188380500,"[{""fax_number"": ""14188380500"", ""keyword_en"": ""general fax""}]","[{""fax_number"": ""14188380500"", ""keyword_fr"": ""télécopie générale""}]"
Chaudiere Appalaches,31190,IRM LEVIS,"5700 ETIENNE-DALLAIRE BLVD LOCAL 150, LEVIS, QC, G6V 8R8",,Clinique radiologique Lévis-métro,Lévis,CA,QC,G6V 8R8,+1 418-838-0800,hospital,http://www.radiologielevis.ca/,46.7911033,-71.1662597,1745790598.0,hospital,"14188380500,14188364848","[{""fax_number"": ""14188380500"", ""keyword_en"": ""medical records""}, {""fax_number"": ""14188364848"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""14188380500"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""14188364848"", ""keyword_fr"": ""dossiers médicaux""}]"
Chaudiere Appalaches,42800,HOPITAL ET CRDP DE THETFORD MINES,"1717 RUE NOTRE-DAME E, THETFORD MINES, QC, G6G 2V4",,Thetford Mines Hospital,Thetford Mines,CA,QC,G6G 2V4,+1 418-338-7777,hospital,http://www.cisssca.com/,46.1093008,-71.2784161,1745790598.0,hospital,"14183357616,14183891500,14183387786","[{""fax_number"": ""14183387786"", ""keyword_en"": ""general/admin""}, {""fax_number"": ""14183357616"", ""keyword_en"": ""hospital fax""}, {""fax_number"": ""14183891500"", ""keyword_en"": ""Local Community Services Centre services""}]","[{""fax_number"": ""14183387786"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14183357616"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14183891500"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,42806,HOPITAL ET CRDP DE THETFORD MINES,"1717 RUE NOTRE-DAME E, THETFORD MINES, QC, G6G 2V4",,Thetford Mines Hospital,Thetford Mines,CA,QC,G6G 2V4,+1 418-338-7777,hospital,http://www.cisssca.com/,46.1093008,-71.2784161,1745790598.0,hospital,"14183357616,14183387786","[{""fax_number"": ""14183357616"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14183387786"", ""keyword_en"": ""administration""}]","[{""fax_number"": ""14183357616"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14183387786"", ""keyword_fr"": ""administration""}]"
Chaudiere Appalaches,42870,HOPITAL DE SAINT-GEORGES,"1515 17E RUE, SAINT-GEORGES, QC, G5Y 4T8",,Hospital Saint-Georges,Saint-Georges,CA,QC,G5Y 4T8,+1 418-228-2031,hospital,http://www.cisssca.com/,46.1096238,-70.68513229999999,1745790598.0,hospital,14182273825,"[{""fax_number"": ""14182273825"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14182273825"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,43000,HOTEL-DIEU DE LEVIS,"143 WOLFE, LEVIS, QC, G6V 3Z1",,Hotel Dieu Hospital of Lévis,Lévis,CA,QC,G6V 3Z1,+1 418-835-7121,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=364992,46.81487,-71.1773262,1745790598.0,hospital,14188357146,"[{""fax_number"": ""14188357146"", ""keyword_en"": ""foundation administration""}]","[{""fax_number"": ""14188357146"", ""keyword_fr"": ""administration""}]"
Chaudiere Appalaches,43001,HOTEL-DIEU DE LEVIS,"143 WOLFE, LEVIS, QC, G6V 3Z1",,Hotel Dieu Hospital of Lévis,Lévis,CA,QC,G6V 3Z1,+1 418-835-7121,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=364992,46.81487,-71.1773262,1745790598.0,hospital,"14189775596,12509179280,14185728255,14188357122,17091557388,18192539599","[{""fax_number"": ""14189775596"", ""keyword_en"": ""appointments""}, {""fax_number"": ""12509179280"", ""keyword_en"": ""communications related to elderly patient care""}, {""fax_number"": ""14185728255"", ""keyword_en"": ""appointments""}, {""fax_number"": ""14188357122"", ""keyword_en"": ""general administrative communications""}, {""fax_number"": ""17091557388"", ""keyword_en"": ""appointments""}, {""fax_number"": ""18192539599"", ""keyword_en"": ""hospital administration""}]","[{""fax_number"": ""14189775596"", ""keyword_fr"": ""rendez-vous""}, {""fax_number"": ""12509179280"", ""keyword_fr"": ""rendez-vous""}, {""fax_number"": ""14185728255"", ""keyword_fr"": ""rendez-vous""}, {""fax_number"": ""14188357122"", ""keyword_fr"": ""administration""}, {""fax_number"": ""17091557388"", ""keyword_fr"": ""rendez-vous""}, {""fax_number"": ""18192539599"", ""keyword_fr"": ""administration""}]"
Chaudiere Appalaches,43006,HOTEL-DIEU DE LEVIS,"143 WOLFE, LEVIS, QC, G6V 3Z1",,Hotel Dieu Hospital of Lévis,Lévis,CA,QC,G6V 3Z1,+1 418-835-7121,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=364992,46.81487,-71.1773262,1745790598.0,hospital,"14188357146,14188357122","[{""fax_number"": ""14188357122"", ""keyword_en"": ""administration""}, {""fax_number"": ""14188357146"", ""keyword_en"": ""communications related to the foundation""}]","[{""fax_number"": ""14188357122"", ""keyword_fr"": ""administration""}, {""fax_number"": ""14188357146"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,43030,HOPITAL DE MONTMAGNY,"350 BOUL TACHE O, MONTMAGNY, QC, G5V 3R8",,Montmagny Hospital,Montmagny,CA,QC,G5V 3R8,+1 418-248-0630,hospital,http://www.cisssca.com/,46.9762467,-70.5967347,1745790598.0,hospital,"14182486838,14182480820","[{""fax_number"": ""14182486838"", ""keyword_en"": ""general inquiries / general communications""}, {""fax_number"": ""14182480820"", ""keyword_en"": ""purpose unspecified""}]","[{""fax_number"": ""14182486838"", ""keyword_fr"": ""renseignements généraux communications générales""}, {""fax_number"": ""14182480820"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,47920,LA MAISON DE SOINS PALLIATIFS DU LITTORAL,"5445 RUE ST-LOUIS, LEVIS, QC, G6V 4G9",,Maison de Soins Palliatifs du Littoral,Lévis,CA,QC,G6V 4G9,+1 418-903-6177,hospital,https://www.mspdulittoral.com/,46.7987785,-71.188919,1745790598.0,hospital,14189036168,"[{""fax_number"": ""14189036168"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14189036168"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,48090,MAISON CATHERINE DE LONGPRE,"1140 20E RUE O, SAINT-GEORGES, QC, G5Y 7M1",,Maison Catherine De Longpré,Saint-Georges,CA,QC,G5Y 4S5,+1 418-227-2150,hospital,https://www.maisoncatherinedelongpre.qc.ca/,46.1084055,-70.68518,1745790598.0,hospital,14182275897,"[{""fax_number"": ""14182275897"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14182275897"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,48311,GMFU DE LEVIS,"100-1205 BOUL GUILLAUME-COUTURE, LEVIS, QC, G6W 0J4",,GMF-UMF GMF-U de Lévis,Lévis,CA,QC,G6W 0K9,+1 418-380-8597,hospital,http://www.gmfulevis.com/,46.7352867,-71.26342009999999,1745790598.0,hospital,14183808596,"[{""fax_number"": ""14183808596"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14183808596"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,48560,MAISON D'HELENE,"350 AV SAINT-DAVID, MONTMAGNY, QC, G5V 2K2",,La Maison d'Hélène,Montmagny,CA,QC,G5V 4P9,+1 418-241-2666,hospital,http://www.lamaisondhelene.org/,46.9720581,-70.54558779999999,1745790598.0,hospital,14182412421,"[{""fax_number"": ""14182412421"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14182412421"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,48901,GMFU DE SAINTE-JUSTINE,"135 RUE PRINCIPALE, SAINTE-JUSTINE, QC, G0R 1Y0",,GMF Des Etchemins,Sainte-Justine,CA,QC,G0R 1Y0,+1 418-383-3095,hospital,,46.4058113,-70.3533477,1745790598.0,hospital,14185946208,"[{""fax_number"": ""14185946208"", ""keyword_en"": ""General Inquiries""}]","[{""fax_number"": ""14185946208"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,48910,MAISON DE SOINS PALLIATIFS - LES COULEURS DU VENT,"1489 RUE MOONEY O, THETFORD MINES, QC, G6G 2J4",,"Maison de fin de Vie, Les couleurs du vent",Thetford Mines,CA,QC,G6G 8A5,+1 418-755-1732,hospital,https://www.lescouleursduvent.org/,46.0693728,-71.3135268,1745790598.0,hospital,14187553457,"[{""fax_number"": ""14187553457"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14187553457"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52026,CLINIQUE D'OPTOMETRIE DE DISRAELI INC.,"417 JACQUES-CARTIER, DISRAELI, QC, G0N 1E0",,CLSC De Disraeli,Disraeli,CA,QC,G0N 1E0,+1 418-449-3513,hospital,http://www.cisssca.com/,45.89910949999999,-71.35493439999999,1745790598.0,hospital,"17058708454,12501916958","[{""fax_number"": ""17058708454"", ""keyword_en"": ""medical records""}, {""fax_number"": ""12501916958"", ""keyword_en"": ""medical records""}]","[{""fax_number"": ""17058708454"", ""keyword_fr"": ""dossiers médicaux""}, {""fax_number"": ""12501916958"", ""keyword_fr"": ""dossiers médicaux""}]"
Chaudiere Appalaches,52029,CLINIQUE D'OPTOMETRIE DE BELLECHASSE,"177 AV ROYALE, SAINT-CHARLES-DE-BELLECHASSE, QC, G0R 2T0",,Clinique dentaire de St-Charles-de-Bellechasse,Saint-Charles-de-Bellechasse,CA,QC,G0R 2T0,+1 418-887-3260,hospital,http://www.cliniquedentairestcharles.com/,46.75958869999999,-70.9499532,1745790598.0,hospital,"15142556772,15142556772","[{""fax_number"": ""15142556772"", ""keyword_en"": ""communications generales""}, {""fax_number"": ""15142556772"", ""keyword_en"": ""communications generales""}]","[{""fax_number"": ""15142556772"", ""keyword_fr"": ""communications générales""}, {""fax_number"": ""15142556772"", ""keyword_fr"": ""communications générales""}]"
Chaudiere Appalaches,52030,SIMON MARANDA OPTOMETRISTE,"86B BOUL BEGIN, SAINTE-CLAIRE, QC, G0R 2V0",,Maranda Optométrie Ste-Claire,Sainte-Claire,CA,QC,G0R 2V0,+1 418-883-2710,hospital,http://www.maranda.ca/,46.6008208,-70.869343,1745790598.0,hospital,14188832741,"[{""fax_number"": ""14188832741"", ""keyword_en"": ""operations g\u00e9n\u00e9rales""}]","[{""fax_number"": ""14188832741"", ""keyword_fr"": ""dossiers médicaux""}]"
Chaudiere Appalaches,52031,CENTRE VISION MICHAUD BARIL TCHANG INC.,"8A DE GASPE O CP 98, SAINT-JEAN-PORT-JOLI, QC, G0R 3G0",,IRIS,Saint-Jean-Port-Joli,CA,QC,G0R 3G0,+1 418-598-6128,hospital,https://iris.ca/fr/trouver-une-boutique/st-jean-port-joli,47.21673409999999,-70.2682257,1745790598.0,hospital,14185986248,"[{""fax_number"": ""14185986248"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14185986248"", ""keyword_fr"": ""dossiers médicaux""}]"
Chaudiere Appalaches,52033,CLINIQUE VISUELLE DE BEAUCEVILLE ENR.,"628B BOUL RENAULT, BEAUCEVILLE, QC, G5X 1M6",,Centre Vision Begin,Beauceville,CA,QC,G5X 1M4,+1 418-774-6897,hospital,http://centrevisionbegin.com/contact.html,46.2037674,-70.7729045,1745790598.0,hospital,,[],[]
Chaudiere Appalaches,52035,CLAUDE COTE OPTOMETRISTE,"129 DE LA STATION, LAURIER-STATION, QC, G0S 1N0",,Michaud Guylaine Opticienne,Laurier-Station,CA,QC,G0S 1N0,+1 418-728-5473,hospital,http://guylainemichaudopticienne.com/,46.54220309999999,-71.629673,1745790598.0,hospital,,[],[]
Chaudiere Appalaches,52036,CLINIQUE OPTOMETRIQUE ST-BERNARD ENR.,"203 1E RUE N, SAINT-BERNARD, QC, G0S 2G0",,Clinique Optométrique St-Lambert,Saint-Lambert,CA,QC,J4P 1L8,+1 450-671-6322,hospital,https://cliniqueoptometriquestlambert.com/,45.5031474,-73.51298299999999,1745790598.0,hospital,,[],[]
Chaudiere Appalaches,52037,CLAUDE CASTONGUAY OPTOMETRISTE,"6350 PRINCIPALE, SAINTE-CROIX, QC, G0S 2H0",,Opto-Réseau - Centre vision Bégin - Ste-Marie,Sainte-Marie,CA,QC,G6E 1M6,+1 418-386-2929,hospital,https://www.opto-reseau.com/fr/cliniques/centre-vision-begin-sainte-marie,46.4534753,-71.0341651,1745790598.0,hospital,14189262014,"[{""fax_number"": ""14189262014"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14189262014"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52119,CLINIQUE D'OPTOMETRIE DE MONTMAGNY,"42 BOUL TACHE O, MONTMAGNY, QC, G5V 3A2",,OPTOPLUS - Clinique D’Optométrie de Montmagny,Montmagny,CA,QC,G5V 3A2,+1 418-248-2872,hospital,https://www.optoplus.com/clinique-optometrique/34/optoplus-clinique-d-optometrie-de-montmagny/?utm_source=google&utm_medium=local,46.98036159999999,-70.5657942,1745790598.0,hospital,14182482876,"[{""fax_number"": ""14182482876"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14182482876"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52121,MARIE-CAROLE BEGIN OPTOMETRISTE,"120-6 1E AVENUE, SAINT-GEORGES, QC, G5Y 2E1",,Opto-Réseau - Centre vision Marie-Carole Bégin,Saint-Georges,CA,QC,G5Y 2C8,+1 418-227-4800,hospital,https://www.opto-reseau.com/fr/cliniques/centre-vision-begin-saint-georges,46.1209542,-70.6738975,1745790598.0,hospital,14182274800,"[{""fax_number"": ""14182274800"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14182274800"", ""keyword_fr"": ""dossiers médicaux""}]"
Chaudiere Appalaches,52123,CLINIQUE VISUELLE DU CARREFOUR INC,"8585 BOUL LACROIX, SAINT-GEORGES, QC, G5Y 5L6",,Clinique Visuelle du Carrefour Inc,Saint-Georges,CA,QC,G5Y 5L6,+1 418-228-7350,hospital,http://cliniquevisuellecarrefour.ca/,46.1338491,-70.6971774,1745790598.0,hospital,14182286120,"[{""fax_number"": ""14182286120"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14182286120"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52124,GROUPE RENE MARCHAND CENTRE D'OPTIQUE SEARS,"8585 BOUL LACROIX, SAINT-GEORGES, QC, G5Y 5L6",,8585 Bd Lacroix,Saint-Georges,CA,QC,G5Y 5L6,,clinic,,46.1336402,-70.69807089999999,1745790598.0,clinic,"14505859220,19025671319,14504652536,13067792080,14505859220,14504652536","[{""fax_number"": ""14505859220"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""19025671319"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14504652536"", ""keyword_en"": ""clinic general de communication""}, {""fax_number"": ""13067792080"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14505859220"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14504652536"", ""keyword_en"": ""clinic general de communication""}]","[{""fax_number"": ""14505859220"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""19025671319"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14504652536"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""13067792080"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14505859220"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14504652536"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52127,OPTOMETRIE GRAVEL,"55 RUE NOTRE-DAME O, THETFORD MINES, QC, G6G 1J4",,Optométrie Gravel,Thetford Mines,CA,QC,G6G 1J4,+1 418-338-5505,hospital,http://www.optometriegravel.com/,46.0901882,-71.3013162,1745790598.0,hospital,14183385000,"[{""fax_number"": ""14183385000"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14183385000"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52128,LES PLACEMENTS GILLES TURCOTTE,"1002-926 AV LABBE, THETFORD MINES, QC, G6G 2A8",,Reseaux D'Entraide Des Appalac,Thetford Mines,CA,QC,G6G 1J6,+1 418-338-2024,pharmacy,http://www.reseauentraideappalaches.ca/,46.0881413,-71.30258479999999,1745790598.0,clinic,,[],[]
Chaudiere Appalaches,52129,LUNETTERIE NEWLOOK,"120-222 BOUL FRONTENAC O, THETFORD MINES, QC, G6G 6N7",,Lunetterie New Look,Thetford Mines,CA,QC,G6G 6N7,+1 418-335-2363,hospital,https://locations.newlook.ca/quebec-thetford-mines-092?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=newlook-92,46.10062660000001,-71.3155589,1745790598.0,hospital,14183355220,"[{""fax_number"": ""14183355220"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14183355220"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52130,CLINIQUE OPTOMETRIQUE ST-ETIENNE ENR,"985 RTE LAGUEUX, SAINT-ETIENNE-DE-LAUZON, QC, G6J 1K2",,Clinique Optométrique St-Etienne Enr,Lévis,CA,QC,G6J 1T5,+1 418-831-7919,hospital,http://www.visionhuppe.com/,46.6525005,-71.313322,1745790598.0,hospital,"14188314152,14188314152","[{""fax_number"": ""14188314152"", ""keyword_en"": ""general inquiries""}, {""fax_number"": ""14188314152"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14188314152"", ""keyword_fr"": ""renseignements généraux""}, {""fax_number"": ""14188314152"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52132,LUCIE CHARETTE OPTOMETRISTE,"188 SAINT-JOSEPH, LEVIS, QC, G6V 1C9",,Opto-Réseau - Les Yeuxtistes,Lévis,CA,QC,G6V 0B7,+1 418-833-1322,hospital,http://www.lesyeuxtistes.com/,46.7917823,-71.16010279999999,1745790598.0,hospital,15142720077,"[{""fax_number"": ""15142720077"", ""keyword_en"": ""general inquiries or general clinic use""}]","[{""fax_number"": ""15142720077"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52141,CLINIQUE D'OPTOMETRIE REINE ST-ONGE INC,"1300-4975 BOUL DE LA RIVE-SUD S, LEVIS, QC, G6V 4Z5",,Clinique d'optométrie Reine St-Onge,Lévis,CA,QC,G6V 4Z5,+1 418-835-3752,hospital,,46.7897164,-71.1861571,1745790598.0,hospital,14188353986,"[{""fax_number"": ""14188353986"", ""keyword_en"": ""general inquiries""}]","[{""fax_number"": ""14188353986"", ""keyword_fr"": ""renseignements généraux""}]"
Chaudiere Appalaches,52143,SIMON MARANDA OPTOMETRISTE,"27-5500 BOUL RIVE-SUD S, LEVIS, QC, G6V 6W8",,Maranda Optométrie,Lévis,CA,QC,G6V 4Z2,+1 418-833-1622,hospital,https://www.maranda.ca/,46.7943933,-71.17762689999999,1745790598.0,hospital,"14188331509,14188331509","[{""fax_number"": ""14188331509"", ""keyword_en"": ""general communications""}, {""fax_number"": ""14188331509"", ""keyword_en"": ""general communications""}]","[{""fax_number"": ""14188331509"", ""keyword_fr"": ""communications générales""}, {""fax_number"": ""14188331509"", ""keyword_fr"": ""communications générales""}]"
