region,code,name,address,categories,id,admin_user_id,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
Chaudiere Appalaches,48910,MAISON DE SOINS PALLIATIFS - LES COULEURS DU VENT,"1489 RUE MOONEY O, THETFORD MINES, QC, G6G 2J4",,ChIJu6VhcMpAvkwRTsl147rRgdk,,Rivière-du-Loup,CA,QC,G5R 4E1,+1 418-860-0240,,pharmacy,https://maisondesjardins.com/,47.8183249,-69.538021,1745782710,pharmacy,0
Chaudiere Appalaches,52026,CLINIQUE D'OPTOMETRIE DE DISRAELI INC.,"417 JACQUES-CARTIER, DISRAELI, QC, G0N 1E0",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Chaudiere Appalaches,52029,CLINIQUE D'OPTOMETRIE DE BELLECHASSE,"177 AV ROYALE, SAINT-CHARLES-DE-BELLECHASSE, QC, G0R 2T0",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Chaudiere Appalaches,52030,SIMON MARANDA OPTOMETRISTE,"86B BOUL BEGIN, SAINTE-CLAIRE, QC, G0R 2V0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52031,CENTRE VISION MICHAUD BARIL TCHANG INC.,"8A DE GASPE O CP 98, SAINT-JEAN-PORT-JOLI, QC, G0R 3G0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52033,CLINIQUE VISUELLE DE BEAUCEVILLE ENR.,"628B BOUL RENAULT, BEAUCEVILLE, QC, G5X 1M6",,ChIJzUOjAJjZlUwRWoF7McSRZ3Y,,Rimouski,CA,QC,G5L 4H4,+1 418-724-9822,,hospital,http://www.411sante.com/lunettes/bas-saint-laurent/rimouski-3/lunettes_rimouski_bas-saint-laurent_opticien_optometriste.htm,48.4474454,-68.52578129999999,1745782710,hospital,0
Chaudiere Appalaches,52035,CLAUDE COTE OPTOMETRISTE,"129 DE LA STATION, LAURIER-STATION, QC, G0S 1N0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52036,CLINIQUE OPTOMETRIQUE ST-BERNARD ENR.,"203 1E RUE N, SAINT-BERNARD, QC, G0S 2G0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52037,CLAUDE CASTONGUAY OPTOMETRISTE,"6350 PRINCIPALE, SAINTE-CROIX, QC, G0S 2H0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52119,CLINIQUE D'OPTOMETRIE DE MONTMAGNY,"42 BOUL TACHE O, MONTMAGNY, QC, G5V 3A2",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Chaudiere Appalaches,52121,MARIE-CAROLE BEGIN OPTOMETRISTE,"120-6 1E AVENUE, SAINT-GEORGES, QC, G5Y 2E1",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52123,CLINIQUE VISUELLE DU CARREFOUR INC,"8585 BOUL LACROIX, SAINT-GEORGES, QC, G5Y 5L6",,ChIJlZkCWQZT30wRkgWMYIspJXc,,Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745782710,hospital,0
Chaudiere Appalaches,52124,GROUPE RENE MARCHAND CENTRE D'OPTIQUE SEARS,"8585 BOUL LACROIX, SAINT-GEORGES, QC, G5Y 5L6",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52127,OPTOMETRIE GRAVEL,"55 RUE NOTRE-DAME O, THETFORD MINES, QC, G6G 1J4",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52128,LES PLACEMENTS GILLES TURCOTTE,"1002-926 AV LABBE, THETFORD MINES, QC, G6G 2A8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52129,LUNETTERIE NEWLOOK,"120-222 BOUL FRONTENAC O, THETFORD MINES, QC, G6G 6N7",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52130,CLINIQUE OPTOMETRIQUE ST-ETIENNE ENR,"985 RTE LAGUEUX, SAINT-ETIENNE-DE-LAUZON, QC, G6J 1K2",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52132,LUCIE CHARETTE OPTOMETRISTE,"188 SAINT-JOSEPH, LEVIS, QC, G6V 1C9",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52141,CLINIQUE D'OPTOMETRIE REINE ST-ONGE INC,"1300-4975 BOUL DE LA RIVE-SUD S, LEVIS, QC, G6V 4Z5",,ChIJlZkCWQZT30wRkgWMYIspJXc,,Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745782710,hospital,0
Chaudiere Appalaches,52143,SIMON MARANDA OPTOMETRISTE,"27-5500 BOUL RIVE-SUD S, LEVIS, QC, G6V 6W8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52144,"CENTRE D'OPTIQUE SEARS, RENE MARCHAND","300 COTE DU PASSAGE, LEVIS, QC, G6V 6Y8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52145,CENTRE VISION,"300 COTE DU PASSAGE, LEVIS, QC, G6V 6Y8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52146,CLINIQUE D'OPTOMETRIE REINE ST-ONGE,"7777 BOUL DE LA RIVE-SUD S, LEVIS, QC, G6V 6Z1",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52147,CENTRE VISION ST-ROMUALD,"2040 BOUL DE LA RIVE-SUD S, SAINT-ROMUALD, QC, G6W 2S6",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52148,CENTRE VISION PLACE CHARNY,"8032 AV DES EGLISES, CHARNY, QC, G6X 1X7",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52149,CLINIQUE D'OPTOMETRIE REINE ST-ONGE INC,"203-778C RUE COMMERCIALE, SAINT-JEAN-CHRYSOSTOME, QC, G6Z 2E9",,ChIJlZkCWQZT30wRkgWMYIspJXc,,Val-d'Or,CA,QC,J9P 3S1,+1 819-825-2222,,hospital,https://www.physiovd.com/,48.10486589999999,-77.7864322,1745782710,hospital,0
Chaudiere Appalaches,52749,CLINIQUE D'OPTOMETRIE ST-NICOLAS,"140 RTE DU PONT, LEVIS, QC, G7A 2T2",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52823,VIATEUR POMERLEAU OPTOMETRISTE,"12650A 1E AVENUE, SAINT-GEORGES, QC, G5Y 2E5",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52861,ROBERT THIBODEAU OPTOMETRISTE,"12650B 1E AVENUE, SAINT-GEORGES, QC, G5Y 2E5",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52868,COTE ET BLOUIN OPTOMETRISTES,"207 2E AVENUE, LAC-ETCHEMIN, QC, G0R 1S0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52873,ALAIN LANGIS OPTOMETRISTE,"121 DU SANCTUAIRE, LAC-ETCHEMIN, QC, G0R 1S0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52909,JEROME BEGIN OPTOMETRISTE,"826 AV DU PALAIS, SAINT-JOSEPH-DE-BEAUCE, QC, G0S 2V0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52924,LES YEUXTISTES,"300 COTE DU PASSAGE, LEVIS, QC, G6V 6Y8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52925,LES OPTICIENS PIERRE MASSON ET ASSOCIES,"126 RTE KENNEDY, LEVIS, QC, G6V 6C9",,ChIJ1_R5AKBBJk0RkoR4_gCujNA,,Ville-Marie,CA,QC,J9V 1J3,+1 819-622-0909,,hospital,https://iris.ca/fr/trouver-une-boutique/ville-marie,47.3343723,-79.4364775,1745782710,hospital,0
Chaudiere Appalaches,52938,MARC-ANDRE ST-MARTIN,"46 SAINT-JEAN-BAPTISTE E, MONTMAGNY, QC, G5V 1J8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52946,ALBERT GARANT OPTOMETRISTE,"1115 BOUL VACHON N, SAINTE-MARIE, QC, G6E 1M9",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52953,CENTRE DE VISION BEGIN,"103-763 14E AVENUE, LA GUADELOUPE, QC, G0M 1G0",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Chaudiere Appalaches,52957,CARREFOUR VISION,"805 BOUL FRONTENAC E, THETFORD MINES, QC, G6G 6L5",,,,,,,,,,,,,,,,
Chaudiere Appalaches,52992,CLINIQUE D'OPTOMETRIE HUBERT GENDREAU O.D.,"101-11790 1E AVENUE, SAINT-GEORGES, QC, G5Y 2C8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53059,CENTRE DE VISION BEGIN,"4-1035 BOUL VACHON N, SAINTE-MARIE, QC, G6E 1M4",,ChIJA0oPPnh5IU0R6oY1vw_EGAY,,La Sarre,CA,QC,J9Z 2X7,+1 819-333-2311,,hospital,http://www.sante.gouv.qc.ca/en/repertoire-ressources/ressource/?nofiche=699,48.7864561,-79.198577,1745782710,hospital,0
Chaudiere Appalaches,53096,OPTOMETRIE MICHELE MERCIER,"102 LACROIX, SAINT-HENRI, QC, G0R 3E0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53118,JEAN CROTEAU O.D.,"100-1ER RUE OUEST, THETFORD MINES, QC, G6G 4Y2",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53132,RICHARD DUMAS O.D.,"101 BOUL TACHE O, MONTMAGNY, QC, G5V 3T8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53141,LUNETTERIE F. FARHAT,"76D RTE KENNEDY, LEVIS, QC, G6V 6C9",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53150,LUNETTERIE ZONE OPTIQUE,"100-9006 BOUL LACROIX, SAINT-GEORGES, QC, G5Y 5P4",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53182,GUYLAINE MICHAUD O.O.D.,"167 BOUL LAURIER, LAURIER-STATION, QC, G0S 1N0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53185,IRIS ST-PAMPHILE,"64 PRINCIPALE, SAINT-PAMPHILE, QC, G0R 3X0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53203,CLINIQUE D'OPHTALMOLOGIE & LASER DE BEAUCE,,,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Chaudiere Appalaches,53240,ALAIN OUIMET OPTOMETRISTE,,,,,,,,,,,,,,,,,
Chaudiere Appalaches,53255,ISABELLE CORRIVEAU O.D.,"101A-85 RTE KENNEDY, LEVIS, QC, G6V 6C8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53278,IRIS ST-NICOLAS,"140-600 RTE 116, SAINT-NICOLAS, QC, G7A 4X4",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53279,JEAN BOUTIN O.D.,"100-59 BOUL TACHE O, MONTMAGNY, QC, G5V 3A3",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53355,LES AUDACYEUX CLINIQUE VISUELLE INC.,"737 BOUL VACHON N, SAINTE-MARIE, QC, G6E 1M3",,ChIJxRjl1rP_lkwREAu5DDoYnYQ,,Amqui,CA,QC,G5J 3G2,+1 418-629-5873,,hospital,,48.4642326,-67.4335526,1745782710,hospital,0
Chaudiere Appalaches,53365,LA LUNETTERIE DU MONDE,"835 COMMERCIALE, SAINT-JEAN-CHRYSOSTOME, QC, G6Z 2E1",,ChIJu6VhcMpAvkwRTsl147rRgdk,,Rivière-du-Loup,CA,QC,G5R 4E1,+1 418-860-0240,,pharmacy,https://maisondesjardins.com/,47.8183249,-69.538021,1745782710,pharmacy,0
Chaudiere Appalaches,53442,IRIS CLINIQUE D'OPTOMETRIE,"2 BOUL TACHE E, MONTMAGNY, QC, G5V 1B7",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53446,LA MAISON DE L'OPTIQUE,"106-585 RTE 116, SAINT-NICOLAS, QC, G7A 2P6",,ChIJuRgL6nIzIU0Ruq9e0oKICvk,,Rouyn-Noranda,CA,QC,J9X 5T2,+1 819-762-6592,,hospital,https://sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=198&ch_type=&bt_rechType=&theme=autres-ressources&ch_choixReg=&ch_rayon=0&ch_code=&page=310,48.2253979,-79.02105949999999,1745782710,hospital,0
Chaudiere Appalaches,53487,DR CLAUDE ROSATO O.D,"675 RUE DE LA CONCORDE, SAINT-ROMUALD, QC, G6W 8A7",,ChIJQwLLYm9T30wR1UB1xtyJoOs,,Val-d'Or,CA,QC,J9P 1W3,+1 819-825-6678,,hospital,,48.0974215,-77.81998519999999,1745782710,hospital,0
Chaudiere Appalaches,53507,SOLANGE PAGE O.D.,,,,,,,,,,,,,,,,,
Chaudiere Appalaches,11400,"1E AVENUE, SAINT-GEORGES, QC, G5Y 5S4",,,,,,,,,,,,,,,,,
Chaudiere Appalaches,53519,3148 - WAL-MART (LEVIS),"5303 BOUL LOUIS-H LAFONTAINE, LEVIS, QC, G6V 8X4",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53552,WAL-MART ST-ROMUALD,"700 RUE DE LA CONCORDE, ST-ROMUALD, QC, G6W 8A8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53582,OCULUS SERVICES D'OPHTALMOLOGIE,"115-10665 1E AVENUE, SAINT-GEORGES, QC, G5Y 6X8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53625,OPTICITE ST-NICOLAS,"140-600 RTE 116, ST-NICOLAS, QC, G7A 4X8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53651,VU LEVIS INC.,"190-5700 BOUL ETIENNE-DALLAIRE, LEVIS, QC, G6V 8R8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53678,OPTI-CLUB,"1160 RUE DE LA CONCORDE, LEVIS, QC, G6W 0M4",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53690,LUNET ESPACE VISION-LEVIS,"1230 RUE DE LA CONCORDE, LEVIS, QC, G6W 0M7",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53743,LA VUE 2 INC.,"204-809 RTE DES RIVIERES, LEVIS, QC, G7A 2V2",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53752,LA VUE 6 INC.,"350-1200 BOUL ALPHONSE-DESJARDINS, LEVIS, QC, G6V 6Y8",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53760,LA VUE 9 INC.,"110-520 BOUL FRONTENAC O, THETFORD MINES, QC, G6G 5V9",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53766,SKY VISION OPTOMETRIE MONTMAGNY INC.,"C-61 BOUL TACHE O, MONTMAGNY, QC, G5V 3A4",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53848,LES AUDACYEUX ST-ETIENNE INC.,"2434 ROUTE LAGUEUX, LEVIS, QC, G6J 1A6",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53875,LA VUE 4 INC.,"4-1116 BOUL VACHON N, SAINTE-MARIE, QC, G6E 1N7",,,,,,,,,,,,,,,,
Chaudiere Appalaches,53890,LE BRANCHES LUNETTERIE LEVIS,"102-1201 RUE DE COURCHEVEL, LEVIS, QC, G6W 0V1",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54034,CLINIQUE MEDICALE DE LAUZON,"213 SAINT-JOSEPH E, LEVIS, QC, G6V 1C8",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54035,CENTRE MEDICAL CHRIST-ROI,"102-40 RTE KENNEDY, LEVIS, QC, G6V 6C4",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Chaudiere Appalaches,54036,CLINIQUE MEDICALE DE PINTENDRE,"5-792 RTE DU PRESIDENT KENNEDY, PINTENDRE, QC, G6C 1C8",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54037,CLINIQUE MEDICALE ST-DAVID,"4497 BOUL DE LA RIVE-SUD S, LEVIS, QC, G6W 6M9",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54042,CLINIQUE MEDICALE DE LEVIS,"301-6750 BOUL GUILLAUME-COUTURE, LEVIS, QC, G6V 9H4",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54043,CLINIQUE MEDICALE DE MONTMAGNY,"5 BOUL TACHE O, MONTMAGNY, QC, G5V 2Z9",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54044,CLINIQUE MEDICO-DENTAIRE DE MONTMAGNY,"63 BOUL TACHE O, MONTMAGNY, QC, G5V 3A3",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Chaudiere Appalaches,54045,CLINIQUE MEDICALE DU CAP ST-IGNACE,"40 DES PIONNIERS E, CAP-SAINT-IGNACE, QC, G0R 1H0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54047,CLINIQUE MEDICALE STE-CROIX,"6350 RUE PRINCIPALE CP 370, SAINTE-CROIX, QC, G0S 2H0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54048,COOP DE SOLIDARITE,"473 RUE PRINCIPALE, SAINT-PATRICE-DE-BEAURIVAGE, QC, G0S 1B0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54053,GROUPE MEDECINE FAMILLE CLINIQUE MED. ST-ETIENNE,"2-3010 RTE LAGUEUX, LEVIS, QC, G6J 1T5",,ChIJF41xFJozIU0RQWSvWi6SyVQ,,Rouyn-Noranda,CA,QC,J9X 2A9,+1 819-797-4535,,hospital,,48.2441571,-79.0206456,1745782710,hospital,0
Chaudiere Appalaches,54054,GMF CENTRE MEDICAL LEVIS-LES RIVIERES,"301-809 RTE DES RIVIERES, LEVIS, QC, G7A 2V2",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Chaudiere Appalaches,54083,CLINIQUE MEDICALE SAINTE-AGATHE,"2441 RUE ST-GEORGES, SAINTE-AGATHE DE LOTBINIERE, QC, G0S 2A0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54151,CLINIQUE MEDICALE JEAN-CLAUDE LAFLEUR,"92 RUE PRINCIPALE, SAINT-APOLLINAIRE, QC, G0S 2E0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54167,CLINIQUE MEDICALE KINGSVILLE,"200-1351 RUE NOTRE-DAME E, THETFORD MINES, QC, G6G 0G5",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54168,CLINIQUE FAMILIALE DE THETFORD,"1001-926 RUE LABBE, THETFORD MINES, QC, G6G 2A8",,ChIJn7n3cpGSIE0RifCVQaeDISY,,Amos,CA,QC,J9T 2S1,+1 819-732-6972,,hospital,http://www.gmfuleseskers.ca/,48.57488719999999,-78.12689929999999,1745782710,hospital,0
Chaudiere Appalaches,54169,CLINIQUE MEDICALE CHAMPLAIN,"401 AV MONTCALM, DISRAELI, QC, G0N 1E0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54182,LA CLINIQUE FAMILIALE,"927 150E RUE, SAINT-GEORGES, QC, G5Y 0J1",,ChIJO7S3wRBT30wRm70jlpSgkhg,,Val-d'Or,CA,QC,J9P 0L6,+1 819-825-5858 ext. 5,,hospital,http://www.gmfuvalleedelor.com/,48.0963772,-77.7951121,1745782710,hospital,0
Chaudiere Appalaches,54183,CLINIQUE EXPRESS,"8750 BOUL LACROIX, SAINT-GEORGES, QC, G5Y 2B5",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54193,CLINIQUE MEDICALE DU DR CLEMENT PROULX,"8 CH DES PIONNIERS O, CAP-SAINT-IGNACE, QC, G0R 1H0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54194,CLINIQUE MEDICALE DU DR SIMON MORIN,"534 CH SAINT-FRANCOIS O, SAINT-FRANCOIS-DE-LA-RIVIERE DU SUD, QC, G0R 3A0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54239,CLINIQUE MEDICALE CHAUDIERE,"102 18E RUE, SAINT-GEORGES, QC, G5Y 4T9",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54240,BUREAU DR JACQUES BOUCHARD,"2200 BOUL DIONNE, SAINT-GEORGES, QC, G5Y 3X3",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54308,CLINIQUE MEDICO-SANTE,"1116 BOUL VACHON N, SAINTE-MARIE, QC, G6E 1N7",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54309,CLINIQUE MEDICALE SAINT-ISIDORE,"109 RUE DES PINSONS, SAINT-ISIDORE, QC, G0S 2S0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54354,BUREAU DU DR JEAN-CLAUDE NADEAU,"106A RUE COMMERCIALE RR1, TRING-JONCTION, QC, G0N 1X0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54355,BUREAU DU DR BRUNO ROY,"603 9 IEME AVENUE, BEAUCEVILLE, QC, G5X 1J2",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54356,CENTRE MEDICAL TRING JONCTION,"106B RUE COMMERCIALE RR1, TRING JONCTION, QC, G0N 1X0",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Chaudiere Appalaches,54366,CLINIQUE MEDICALE SAINT PROSPER,"101-2975 25E AVENUE, SAINT PROSPER, QC, G0M 1Y0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54378,GMF BELLECHASSE (CLINIQUE MEDICALE SAINT-CHARLES),"2604-C AV ROYALE, SAINT-CHARLES-DE-BELLECHASSE, QC, G0R 2T0",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54379,CLINIQUE MEDICALE ST-GEDEON-DE-BEAUCE,"188 2E AVENUE S, ST-GEDEON-DE-BEAUCE, QC, G0M 1T0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54393,CLINIQUE MEDICALE DE ST-ZACHARIE,"528 15IEME AVENUE, ST-ZACHARIE, QC, G0M 2C0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54432,MACLINIQUE LEVIS INC.,"209-5801 BOUL WILFRID-CARRIER, LEVIS, QC, G6V 0C9",,,,,,,,,,,,,,,,
Chaudiere Appalaches,54435,CENTRE MEDICAL NOUVELLE-BEAUCE,"774B RUE ETIENNE RAYMOND, STE MARIE DE BEAUCE, QC, G6E 0K6",,ChIJZxf0-wozIU0R2Oiqe-hczZw,,Rouyn-Noranda,CA,QC,J9X 4H9,+1 819-762-4004,,hospital,https://www.sante.gouv.qc.ca/repertoire-ressources/ressource/?nofiche=434519,48.2310826,-79.0142663,1745782710,hospital,0
Chaudiere Appalaches,54440,CLINIQUE MEDICALE SAINT-COME,"1364 RUE PRINCIPALE, SAINT-COME-LINIERE, QC, G0M 1J0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
Chaudiere Appalaches,54448,COOP SANTE ROBERT CLICHE - ST-JOSEPH-BEAUCE,"989 RUE SAINT-LUC, SAINT-JOSEPH-DE-BEAUCE, QC, G0S 2V0",,ChIJgXbH7xb7vkwRMIZRrC_tY1Q,,,CA,QC,G0L 2C0,,,hospital,,47.4548415,-70.00088629999999,1745782710,hospital,0
Chaudiere Appalaches,54458,CLINIQUE MEDICALE ST-AGAPIT,"205-1125 RUE PRINCIPALE, ST AGAPIT, QC, G0S 1Z0",,ChIJqzaCK5ozIU0Rvg0aKsQYcjs,,Rouyn-Noranda,CA,QC,J9X 4P1,+1 819-764-6185,,hospital,,48.2416267,-79.0196685,1745782710,hospital,0
