region,code,name,address,categories,Unnamed: 0,id,google_place_name,locality,country,administrative_area_level_1,administrative_area_level_2,international_phone_number,fax_number,type,website,latitude,longitude,added_time,place_type,is_fax_enabled
Estrie,19825,MDA MA DE MAGOG,"15 CH SOUTHIERE, MAGOG, QC, J1X 0P1",,1028.0,ChIJlcEwAgA3tkwRVgiDNShClgY,Home Seniors And Alternative De Magog,Magog,CA,QC,J1X 0J1,+1 819-847-2717,,hospital,http://www.santeestrie.qc.ca/,45.2790714,-72.1812875,1745790598,hospital,0
Estrie,19955,MDA DE COATICOOK,"187 RUE JEANNE-MANCE, COATICOOK, QC, J1A 1W4",,1029.0,ChIJg82w1LlYtkwRXQnfbxLLSbE,Coaticook Maison Des Aines,Coaticook,CA,QC,J1A 1W4,+1 819-849-8040,,hospital,https://www.santeestrie.qc.ca/accueil,45.1357752,-71.81124930000001,1745790598,hospital,0
Estrie,20115,CHSLD VIGI SHERMONT,"3220 12E AVENUE N, SHERBROOKE, QC, J1H 5H3",,1030.0,ChIJt4uyh2Oxt0wR7KA31t78KXY,CHSLD Vigi Shermont,Sherbrooke,CA,QC,J1H 5H3,+1 819-820-8900,,hospital,https://www.vigisante.com/CentresHebergement/InfoCentre?Code=SH&R=5,45.4492912,-71.8608016,1745790598,hospital,0
Estrie,23485,CENTRE HEBERGEMENT CHAMPLAIN-DE-LA-ROSE-BLANCHE,"60 RUE JEAN-MAURICE, SHERBROOKE, QC, J1G 1V5",,1031.0,ChIJIZZoKgOzt0wRGzX9nYfVGaQ,Centre D'Accueil Maison Blanche Inc,Sherbrooke,CA,QC,J1G 1V5,+1 819-348-8888,,hospital,,45.3980521,-71.88068489999999,1745790598,hospital,0
Estrie,25275,SANTE COURVILLE WATERLOO,"5305 AV COURVILLE CP 580, WATERLOO, QC, J0E 2N0",,1032.0,ChIJq3j6_iQotkwRAxYhHkfJzYk,Sante Courville De Waterloo,Waterloo,CA,QC,J0E 2N0,+1 450-539-1821,,hospital,http://www.santecourville.com/,45.34088510000001,-72.5062789,1745790598,hospital,0
Estrie,28515,CHSLD DE SUTTON,"50 WESTERN CP 719, SUTTON, QC, J0E 2K0",,1033.0,ChIJg21r3XsetkwRV82xo4Yhn5s,Villas Des Monts De Sutton,Sutton,CA,QC,J0E 2K0,+1 450-538-1291,,pharmacy,https://rqoh.com/portraits-du-logement-communautaire/villa-des-monts-de-sutton-sutton/,45.1076619,-72.6181862,1745790598,clinic,0
Estrie,29825,CHSLD DE GRANBY,"80 RUE GODUE, GRANBY, QC, J2J 2Z7",,1034.0,ChIJl14WUEfOyUwRc5Q_nT9uPrc,CHSLD de Granby,Granby,CA,QC,J2J 2Z6,+1 450-305-7646,,hospital,http://www.chsldgranby.com/,45.4075127,-72.76215069999999,1745790598,hospital,0
Estrie,30020,SPORT MEDECINE CLINIQUE BISHOP UNIVERSITY,"46 RUE VIMY N, SHERBROOKE, QC, J1J 3M4",,1035.0,ChIJu7O_M1Wtt0wRTieSzcmxGDg,Bishop's University Sports Medicine,Sherbrooke,CA,QC,J1M 1T7,+1 819-780-0067,,hospital,http://www.gaiters.ca/sportsmed,45.365002,-71.8467625,1745790598,hospital,0
Estrie,31019,CENTRE RADIOLOGIQUE DE L'ESTRIE INC.,"A240-15 RUE J.-A.-BOMBARDIER, SHERBROOKE, QC, J1L 0H8",,1036.0,ChIJfzjW8nm1t0wR1jqYIwOPEbk,un Centre Radiologique de l'Estrie,Sherbrooke,CA,QC,J1L 0H8,+1 819-820-2827,,hospital,http://www.radiologiesherbrooke.ca/,45.39181910000001,-71.955315,1745790598,hospital,0
Estrie,31097,IMAGIX - RADIOLOGIE GRANBY,"66 RUE COURT BUR. 100, GRANBY, QC, J2G 4Y5",,1037.0,ChIJWeRDQ0fOyUwRe7TTmzrXYjk,Imagix - Radiologie Granby,Granby,CA,QC,J2G 4Y5,+1 833-590-2714,,hospital,https://www.biron.com/fr/points-de-service/CL00014/?utm_source=Google&utm_medium=Fiche%20Google&utm_campaign=Fiche%20Google%20Imagix%20Granby&utm_id=Fiche%20Google%20Imagix%20Granby,45.401308,-72.724591,1745790598,hospital,0
Estrie,31171,LE CENTRE RADIOLOGIQUE SHERBROOKE INC.,"200-1280 RUE KING E, SHERBROOKE, QC, J1G 1E4",,1038.0,ChIJC31tUgazt0wR-bydqdAZ-j8,Centre radiologique de sherbrooke,Sherbrooke,CA,QC,J1G 1E4,+1 819-563-1443,,hospital,http://www.radiologiesherbrooke.ca/,45.4085279,-71.8602466,1745790598,hospital,0
Estrie,41000,CENTRE MULTI SSS DES SOURCES,"475 3E AVENUE, VAL-DES-SOURCES, QC, J1T 1X6",,1039.0,ChIJe7yTXrHut0wRPC-7SbfmQfo,CSSS Des Sources,Val-des-Sources,CA,QC,J1T 1X6,+1 819-879-7151,,hospital,http://www.santeestrie.qc.ca/,45.7720706,-71.9269063,1745790598,hospital,0
Estrie,41030,HOPITAL DE GRANBY,"205 BOUL LECLERC O, GRANBY, QC, J2G 1T7",,1040.0,ChIJP-0PoWvOyUwRqw9jEnye0zM,Granby hospital,Granby,CA,QC,J2G 1T7,+1 450-375-8000,,hospital,http://www.santeestrie.qc.ca/,45.4101303,-72.7236624,1745790598,hospital,0
Estrie,41031,HOPITAL DE GRANBY,"205 BOUL LECLERC O, GRANBY, QC, J2G 1T7",,1041.0,ChIJP-0PoWvOyUwRqw9jEnye0zM,Granby hospital,Granby,CA,QC,J2G 1T7,+1 450-375-8000,,hospital,http://www.santeestrie.qc.ca/,45.4101303,-72.7236624,1745790598,hospital,0
Estrie,41060,CENTRE MULTI SSS DE MEMPHREMAGOG,"50 SAINT-PATRICE E, MAGOG, QC, J1X 3X3",,1042.0,ChIJ6Rn3UPA3tkwR5zoud49BboE,Hospital Center And Accommodation Memphrémagog,Magog,CA,QC,J1X 1T5,+1 819-843-2572,,hospital,http://www.sante.gouv.qc.ca/repertoire-ressources/clsc/ressource/?nofiche=255234&ch_service=1&triPar=type&ch_type%5B1%5D=1201&ch_nom=&choixTerritoire=cp&ch_code=J1X3X3&ch_rayon=1&ch_choixReg=0&bt_submitCode=Lancer+la+recherche,45.265187,-72.1450224,1745790598,hospital,0
Estrie,41100,HOTEL-DIEU DE SHERBROOKE,"580 BOWEN S, SHERBROOKE, QC, J1G 2E8",,1043.0,ChIJOd95wgKzt0wRnS8Kr9w_FyE,Hotel-Dieu De Sherbrooke,Sherbrooke,CA,QC,J1G 2E8,+1 819-346-1110,,hospital,http://santeestrie.qc.ca/,45.3994973,-71.8788276,1745790598,hospital,0
Estrie,41106,HOTEL-DIEU DE SHERBROOKE,"580 BOWEN S, SHERBROOKE, QC, J1G 2E8",,1044.0,ChIJOd95wgKzt0wRnS8Kr9w_FyE,Hotel-Dieu De Sherbrooke,Sherbrooke,CA,QC,J1G 2E8,+1 819-346-1110,,hospital,http://santeestrie.qc.ca/,45.3994973,-71.8788276,1745790598,hospital,0
Estrie,41120,CSSS DU GRANIT,"3569 LAVAL, LAC-MEGANTIC, QC, G6B 1A5",,1045.0,ChIJYzuNJaxGt0wRL-ETFOE3whE,CSSS du Granit,Lac-Mégantic,CA,QC,G6B 1A5,+1 819-583-0330,,hospital,http://gmfdugranit.com/,45.58854639999999,-70.9058172,1745790598,hospital,0
Estrie,41130,HOPITAL BROME-MISSISQUOI-PERKINS,"950 PRINCIPALE, COWANSVILLE, QC, J2K 1K3",,1046.0,ChIJpX6BWuHdyUwR8MTx6uNWgwY,Hospital Brome-Missisquoi-Perkins,Cowansville,CA,QC,J2K 0E3,+1 450-266-4342,,hospital,http://www.santeestrie.qc.ca/,45.2074696,-72.714325,1745790598,hospital,0
Estrie,41131,HOPITAL BROME-MISSISQUOI-PERKINS,"950 PRINCIPALE, COWANSVILLE, QC, J2K 1K3",,1047.0,ChIJpX6BWuHdyUwR8MTx6uNWgwY,Hospital Brome-Missisquoi-Perkins,Cowansville,CA,QC,J2K 0E3,+1 450-266-4342,,hospital,http://www.santeestrie.qc.ca/,45.2074696,-72.714325,1745790598,hospital,0
Estrie,41160,HOPITAL FLEURIMONT,"3001 12E AVENUE N, SHERBROOKE, QC, J1H 5N4",,1048.0,ChIJrV11TGKxt0wRk333Yo9uPDc,Hôpital Fleurimont (CHUS),Sherbrooke,CA,QC,J1H 5H3,+1 819-346-1110,,hospital,http://santeestrie.qc.ca/,45.44733799999999,-71.87075039999999,1745790598,hospital,0
Estrie,41161,HOPITAL FLEURIMONT,"3001 12E AVENUE N, SHERBROOKE, QC, J1H 5N4",,1049.0,ChIJrV11TGKxt0wRk333Yo9uPDc,Hôpital Fleurimont (CHUS),Sherbrooke,CA,QC,J1H 5H3,+1 819-346-1110,,hospital,http://santeestrie.qc.ca/,45.44733799999999,-71.87075039999999,1745790598,hospital,0
Estrie,41166,HOPITAL FLEURIMONT,"3001 12E AVENUE N, SHERBROOKE, QC, J1H 5N4",,1050.0,ChIJrV11TGKxt0wRk333Yo9uPDc,Hôpital Fleurimont (CHUS),Sherbrooke,CA,QC,J1H 5H3,+1 819-346-1110,,hospital,http://santeestrie.qc.ca/,45.44733799999999,-71.87075039999999,1745790598,hospital,0
Estrie,45919,UNITE BOMBARDIER (SNT),"6980 CH DE VAL-DU-LAC, SHERBROOKE, QC, J1N 3X8",,1051.0,ChIJ4e9LGC9JtkwRpDHvw6he71A,Centre Jeunesse de l'Estrie Point de service Val-du-Lac,Sherbrooke,CA,QC,J1N 3T8,+1 819-864-4221,,pharmacy,https://www.santeestrie.qc.ca/soins-services/theme/famille-parents-et-enfants/signalement-a-la-direction-de-la-protection-de-la-jeunesse-dpj/,45.3141434,-72.01783209999999,1745790598,clinic,0
Estrie,48241,GMFU LA POMMERAIE,"110-1599 RUE DU SUD, COWANSVILLE, QC, J2K 2Z4",,1052.0,ChIJFQzL3GXnyUwRL5jh_Wgyhzg,GMF-U La Pommeraie,Cowansville,CA,QC,J2K 2Z4,+1 450-266-4296,,hospital,,45.19088,-72.75355909999999,1745790598,hospital,0
Estrie,50043,UNIVERSITE DE SHERBROOKE,"2500 BOUL DE L'UNIVERSITE, SHERBROOKE, QC, J1K 2R1",,1053.0,ChIJ2QHYVEuzt0wRCkczUGODyEA,Université de Sherbrooke,Sherbrooke,CA,QC,J1N 3C6,+1 819-821-8000,,pharmacy,http://www.usherbrooke.ca/,45.3779424,-71.92939419999999,1745790598,clinic,0
Estrie,51005,CLINIQUE D'HYGIENE DENTAIRE KASSOPIA ARSENEAULT,"742 RUE SHEFFORD, BROMONT, QC, J2L 1C1",,1054.0,ChIJFXOWZzjbyUwRc-luo-dLT5k,Clinique d'Hygiène Dentaire Kassopia Arseneault,Bromont,CA,QC,J2L 1C1,+1 450-534-8116,,hospital,https://www.hygienistebromont.ca/,45.3181766,-72.6564922,1745790598,hospital,0
Estrie,51036,MELISSA COURCHESNE HYGIENISTE,"123 RUE SHERBROOKE, COWANSVILLE, QC, J2K 5E7",,1055.0,ChIJr8KzCGXnyUwRTmx9uYYzfcA,Clinique Dentaire Dr E Botton,Cowansville,CA,QC,J2K 5E7,+1 450-266-7788,,hospital,,45.1917319,-72.7570253,1745790598,hospital,0
Estrie,51038,CLINIQUE D'HYGIENE DENTAIRE SARAH ALYSON POULIN,"141 5E RANG, LAC-DROLET, QC, G0Y 1C0",,1056.0,ChIJfT3XDrtdt0wR00taPup2BZ8,Clinique d'hygiène dentaire Sarah Alyson Poulin,Lac-Drolet,CA,QC,G0Y 1C0,+1 418-666-3266,,hospital,,45.7280265,-70.8575224,1745790598,hospital,0
Estrie,52126,MADELEINE DUBE OPTOMETRISTE,"1-3640 PRESIDENT KENNEDY, LAC-MEGANTIC, QC, G6B 3A2",,1057.0,ChIJ6ftEWFLMqkERJ6Bk6M-atwY,Clinique d'optométrie de Lac-Mégantic,Lac-Mégantic,CA,QC,G6B 1H2,+1 819-583-0404,,hospital,http://optomegantic.com/,45.5759784,-70.88349649999999,1745790598,hospital,0
Estrie,52455,"CARRIER,VANASSE,TURCOTTE,GABOURY ET ASS.","9-150 ANGUS S, EAST ANGUS, QC, J0B 1R0",,1058.0,,,,,,,,,,,,,1745790598,,0
Estrie,52457,CLINIQUE OPTOMETRIQUE DE STANSTEAD,"74 DUFFERIN, STANSTEAD-EST, QC, J0B 3E0",,1059.0,ChIJn0XbGUlvtkwRphMhYRqd3mg,Centre-Sante & Svc,Stanstead,CA,QC,J0B 3E2,+1 819-876-7521,,hospital,http://www.santeestrie.qc.ca/,45.0116844,-72.09686980000001,1745790598,hospital,0
Estrie,52458,CLINIQUE OPTOMETRIQUE DE BROMONT,"107 BOUL BROMONT CP 533, BROMONT, QC, J2L 2K7",,1060.0,ChIJ1dyQtxjayUwRp2e_DE5pmDw,Clinique médicale Bromont,Bromont,CA,QC,J2L 2K3,+1 450-534-5474,,hospital,http://www.cliniquemedicalebromont.com/,45.3231817,-72.6465163,1745790598,hospital,0
Estrie,52459,CENTRE DE LA VISION ENR.,"1002 SAINT-JOSEPH CP 508, VALCOURT, QC, J0E 2L0",,1061.0,ChIJp9s7ZHTUt0wRA_m_qPKNNFQ,Centre d'action bénévole Valcourt et Région,Valcourt,CA,QC,J0E 2L0,+1 450-532-2255,,clinic,http://cabver.org/,45.4951585,-72.3152515,1745790598,clinic,0
Estrie,52460,CENTRE VISUEL DE L'EST,"5401 FOSTER, WATERLOO, QC, J0E 2N0",,1062.0,ChIJ27A-ZycotkwReawfWVMrkGY,Opto-Réseau Waterloo,Waterloo,CA,QC,J0E 2N0,+1 450-539-3555,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-waterloo/,45.3414946,-72.51562799999999,1745790598,hospital,0
Estrie,52461,PAULINE LUSSIER OPTOMETRISTE,"4545 FOSTER CP 1020, WATERLOO, QC, J0E 2N0",,1063.0,ChIJ27A-ZycotkwReawfWVMrkGY,Opto-Réseau Waterloo,Waterloo,CA,QC,J0E 2N0,+1 450-539-3555,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-waterloo/,45.3414946,-72.51562799999999,1745790598,hospital,0
Estrie,52465,CENTRE OPTOMETRIQUE DENIS VALLEE INC.,"12 PRINCIPALE CP 170, BEDFORD, QC, J0J 1A0",,1064.0,ChIJ0agLHS3syUwRO_MDhx2MO4Y,Opto-Réseau Bedford,Bedford,CA,QC,J0J 1A0,+1 450-248-7525,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-bedford/,45.1213105,-72.9877249,1745790598,hospital,0
Estrie,52515,CLINIQUE OPTOMETRIQUE DE COATICOOK,"29 MAIN ST O, COATICOOK, QC, J1A 1P3",,1065.0,ChIJ2wQTN8hYtkwRUQAHjqatiPU,Opto-Réseau - Clinique optométrique de Coaticook,Coaticook,CA,QC,J1A 1P3,+1 819-849-4131,,hospital,https://www.opto-reseau.com/cliniques/clinique-optometrique-de-coaticook/,45.1326846,-71.80555149999999,1745790598,hospital,0
Estrie,52516,CENTRE OPTOMETRIQUE BERGER ET BOURBEAU,"745 13E AVENUE N, SHERBROOKE, QC, J1E 2Y7",,1066.0,ChIJu1kF7Kqzt0wRbkda3E28slM,Opto-Réseau Sherbrooke Est,Sherbrooke,CA,QC,J1E 2T1,+1 819-564-2325,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-sherbrooke-est/,45.4088219,-71.8730143,1745790598,hospital,0
Estrie,52518,CLINIQUE OPTOMETRIQUE PLACE DE L'EST,"737 RUE KING E, SHERBROOKE, QC, J1G 1C3",,1067.0,ChIJu1kF7Kqzt0wRbkda3E28slM,Opto-Réseau Sherbrooke Est,Sherbrooke,CA,QC,J1E 2T1,+1 819-564-2325,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-sherbrooke-est/,45.4088219,-71.8730143,1745790598,hospital,0
Estrie,52519,CENTRE D'OPTIQUE POPULAIRE INC,"321 WOODWARD, SHERBROOKE, QC, J1G 1J7",,1068.0,ChIJZcTpTx2zt0wRC__UiWKD-Zo,Centre d'Optique Populaire Inc,Sherbrooke,CA,QC,J1G 1V7,+1 819-569-0682,,hospital,http://www.centreoptiquepopulaire.com/fr/,45.3977604,-71.87852649999999,1745790598,hospital,0
Estrie,52520,REAL BERNIER OPTOMETRISTE,"300 BELVEDERE N, SHERBROOKE, QC, J1H 4B1",,1069.0,ChIJHUaN8GCzt0wRrL54jSLnIB4,OPTOPLUS - Clinique visuelle de Sherbrooke,Sherbrooke,CA,QC,J1J 2G2,+1 819-564-2255,,hospital,https://www.optoplus.com/clinique-optometrique/33/optoplus-sherbrooke/?utm_source=google&utm_medium=local,45.4005434,-71.92897169999999,1745790598,hospital,0
Estrie,52521,SIROIS GAUTHIER ENR.,"35 WELLINGTON N, SHERBROOKE, QC, J1H 5A9",,1070.0,ChIJ-RgYuw-zt0wRL5i9JHxEvVk,35 Rue Wellington N,Sherbrooke,CA,QC,J1H 5A9,,,pharmacy,,45.4019842,-71.89085,1745790598,clinic,0
Estrie,52522,JEAN-PAUL BLOUIN OPTOMETRISTE,"153 WELLINGTON N, SHERBROOKE, QC, J1H 5B9",,1071.0,ChIJHUaN8GCzt0wRrL54jSLnIB4,OPTOPLUS - Clinique visuelle de Sherbrooke,Sherbrooke,CA,QC,J1J 2G2,+1 819-564-2255,,hospital,https://www.optoplus.com/clinique-optometrique/33/optoplus-sherbrooke/?utm_source=google&utm_medium=local,45.4005434,-71.92897169999999,1745790598,hospital,0
Estrie,52523,OPTIPRIX,"4310 BOUL INDUSTRIEL, SHERBROOKE, QC, J1H 5H1",,1072.0,ChIJEYMnusW0t0wR-AspuaNMU-U,Lunetterie Optiprix,Sherbrooke,CA,QC,J1L 2S8,,,hospital,,45.3955543,-71.97064259999999,1745790598,hospital,0
Estrie,52524,IRIS CLINIQUE D'OPTOMETRIE,"2140 RUE KING E RR 4, SHERBROOKE, QC, J1H 5H2",,1073.0,ChIJHUaN8GCzt0wRrL54jSLnIB4,OPTOPLUS - Clinique visuelle de Sherbrooke,Sherbrooke,CA,QC,J1J 2G2,+1 819-564-2255,,hospital,https://www.optoplus.com/clinique-optometrique/33/optoplus-sherbrooke/?utm_source=google&utm_medium=local,45.4005434,-71.92897169999999,1745790598,hospital,0
Estrie,52525,ROBERT FORTIER OPTICIEN D'ORDONNANCES,"175 RUE KING O, SHERBROOKE, QC, J1H 1P4",,1074.0,,,,,,,,,,,,,1745790598,,0
Estrie,52526,CLINIQUE OPTOMETRIQUE DE SHERBROOKE,"243 RUE KING O, SHERBROOKE, QC, J1H 1P8",,1075.0,ChIJHTz_zBGzt0wRm5VEyQfy3cg,Opto-Réseau Sherbrooke Ouest,Sherbrooke,CA,QC,J1H 1P8,+1 819-563-1191,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-sherbrooke-ouest/,45.4001999,-71.8930464,1745790598,hospital,0
Estrie,52527,"CARRIER,VANASSE,TURCOTTE,GABOURY ET ASS.","2275 RUE KING O, SHERBROOKE, QC, J1J 2G2",,1076.0,ChIJf40ZlWGzt0wRAM6tikHWRiA,2275 Rue King Ouest,Sherbrooke,CA,QC,J1J 2G2,,,pharmacy,,45.4005315,-71.92896590000001,1745790598,clinic,0
Estrie,52528,MARIE SOPHIE DION OPTICIENNE,"2180 GALT O, SHERBROOKE, QC, J1K 1K4",,1077.0,ChIJQ6UeqVqzt0wRyp5uA7gKNF8,Galt Dental Clinic,Sherbrooke,CA,QC,J1K 1K4,+1 819-566-2578,,hospital,http://www.cliniquedentairegalt.com/,45.3868155,-71.9265109,1745790598,hospital,0
Estrie,52531,D. GRENIER ET L. MASSIE OPTOMETRISTES,"120-2655 RUE KING O, SHERBROOKE, QC, J1L 2G4",,1078.0,ChIJHUaN8GCzt0wRrL54jSLnIB4,OPTOPLUS - Clinique visuelle de Sherbrooke,Sherbrooke,CA,QC,J1J 2G2,+1 819-564-2255,,hospital,https://www.optoplus.com/clinique-optometrique/33/optoplus-sherbrooke/?utm_source=google&utm_medium=local,45.4005434,-71.92897169999999,1745790598,hospital,0
Estrie,52532,CLINIQUE OPTOMETRIQUE DE WINDSOR,"55 SAINT-GEORGES, WINDSOR, QC, J1S 1J2",,1079.0,ChIJ8U-EKUTGt0wRzqAQUAcm0vk,Opto-Réseau Windsor,Windsor,CA,QC,J1S 2A5,+1 819-845-2466,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-windsor/,45.5703141,-72.00409239999999,1745790598,hospital,0
Estrie,52533,CLINIQUE D'OPTOMETRIE PIERRE VALLEE,"100-4777 BOUL BOURQUE, SHERBROOKE, QC, J1N 2G6",,1080.0,ChIJHUaN8GCzt0wRrL54jSLnIB4,OPTOPLUS - Clinique visuelle de Sherbrooke,Sherbrooke,CA,QC,J1J 2G2,+1 819-564-2255,,hospital,https://www.optoplus.com/clinique-optometrique/33/optoplus-sherbrooke/?utm_source=google&utm_medium=local,45.4005434,-71.92897169999999,1745790598,hospital,0
Estrie,52534,ANDRE ROUX OPTOMETRISTE,"605 BOUL SIMONEAU, ASBESTOS, QC, J1T 4G7",,1081.0,ChIJN-f-trrut0wRIGeNLK2bNR8,Clinique Visuelle André Roux,Val-des-Sources,CA,QC,J1T 3P6,+1 819-879-5555,,hospital,http://www.cliniquevisuelleandreroux.com/nous-joindre/,45.7709495,-71.9283219,1745790598,hospital,0
Estrie,52535,CARRIER ET ASSOCIES,"525 1E AVENUE, ASBESTOS, QC, J1T 4R1",,1082.0,ChIJub-QKX_vt0wRgu3xjlCMeOM,luc carrier,Val-des-Sources,CA,QC,J1T 1Y9,+1 819-570-1314,,pharmacy,,45.7725236,-71.933527,1745790598,clinic,0
Estrie,52536,CLINIQUE D'OPTOMETRIE DE MAGOG,"52 PRINCIPALE O, MAGOG, QC, J1X 2A5",,1083.0,ChIJTUrjePE3tkwRGy-vuNLIeqc,Opto-Réseau - Clinique d'optométrie de Magog,Magog,CA,QC,J1X 2A5,+1 819-843-4689,,hospital,https://www.opto-reseau.com/cliniques/clinique-doptometrie-de-magog/,45.2648663,-72.1484724,1745790598,hospital,0
Estrie,52537,RUEFF ET CHRISTOPHE OPTICIENS,"114B-1700 SHERBROOKE, MAGOG, QC, J1X 5B4",,1084.0,ChIJG1ibTfI3tkwR1ti81Tb583I,Doyle Optometrists & Opticians,Magog,CA,QC,J1X 2A8,+1 819-843-3061,,hospital,https://www.doyle.ca/fr/boutiques/magog/,45.2656937,-72.15069609999999,1745790598,hospital,0
Estrie,52550,TETREAULT ISAIA OPTICIENS,"388 PRINCIPALE, GRANBY, QC, J2G 2W6",,1085.0,ChIJheJaiUTOyUwRsx2zJrNA3ns,Tétreault Isaïa Opticiens - Lunettes Granby,Granby,CA,QC,J2G 2W6,+1 450-378-6954,,hospital,http://www.411sante.com/lunettes/estrie/granby-3/lunetterie-granby.htm,45.4026614,-72.7331415,1745790598,hospital,0
Estrie,52551,CENTRE OPTOMETRIQUE DE GRANBY,"220 RUE SAINT-JUDE N, GRANBY, QC, J2J 2R8",,1086.0,ChIJifAk84XOyUwRTTgJJ5FHh_U,Visique - Granby,Granby,CA,QC,J2J 0C2,+1 450-372-1031,,hospital,https://visique.com/fr/emplacements/granby/visique-granby,45.4208078,-72.7474909,1745790598,hospital,0
Estrie,52552,GREICHE & SCAFF,"40 EVANGELINE, GRANBY, QC, J2G 8K1",,1087.0,ChIJc01WcFUYyUwR9tl3YcGcSbA,Greiche & Scaff Rockland,Mont-Royal,CA,QC,H3P 3E9,+1 514-739-2334,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/335/,45.5281968,-73.6481237,1745790598,hospital,0
Estrie,52553,CENTRE D'OPTIQUE SEARS,"25 SIMONDS S, GRANBY, QC, J2G 7Z2",,1088.0,ChIJ-RgIRovOyUwRywHwW3X_SQg,Opto-Réseau Granby,Granby,CA,QC,J2G 2Y8,+1 450-915-3222,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-granby/,45.411581,-72.7498057,1745790598,hospital,0
Estrie,52554,GEORGES-H. GUITE OPTOMETRISTE,"503 SUD, COWANSVILLE, QC, J2K 2X9",,1089.0,ChIJYzkDToXdyUwR0FOI0XhlG8s,IRIS Optométristes et Opticiens - Cowansville,Cowansville,CA,QC,J2K 2Y1,+1 450-263-3341,,hospital,https://iris.ca/fr/trouver-une-boutique/cowansville,45.2027333,-72.7475312,1745790598,hospital,0
Estrie,52556,LUC DOYLE ET ASSOCIES,"175 PRINCIPALE, COWANSVILLE, QC, J2K 3L9",,1090.0,ChIJYzkDToXdyUwR0FOI0XhlG8s,IRIS Optométristes et Opticiens - Cowansville,Cowansville,CA,QC,J2K 2Y1,+1 450-263-3341,,hospital,https://iris.ca/fr/trouver-une-boutique/cowansville,45.2027333,-72.7475312,1745790598,hospital,0
Estrie,52557,CENTRE OPTOMETRIQUE DENIS VALLEE INC.,"285 PRINCIPALE E, FARNHAM, QC, J2N 1L5",,1091.0,ChIJW23WnZvAyUwRT6fxp_mo3A0,Opto-Réseau Farnham,Farnham,CA,QC,J2N 1L6,+1 450-293-3221,,hospital,https://www.opto-reseau.com/cliniques/opto-reseau-farnham/,45.2842481,-72.977369,1745790598,hospital,0
Estrie,52783,F. FARHAT,"846 PRINCIPALE, GRANBY, QC, J2G 2Z2",,1092.0,ChIJJaDvmYzOyUwRov9gXWAtFKU,Farhat Lunetterie,Granby,CA,QC,J2G 2X2,+1 450-378-8877,,hospital,http://farhat.com/,45.412222,-72.75170899999999,1745790598,hospital,0
Estrie,52800,GREICHE & SCAFF,"3050 BOUL PORTLAND, SHERBROOKE, QC, J1L 1K1",,1093.0,ChIJIzCXLZW0t0wRE6tDtvwLFUg,Greiche & Scaff Sherbrooke - Carrefour de l'Estrie,Sherbrooke,CA,QC,J1L 1K1,+1 819-565-5650,,hospital,https://www.greiche-scaff.com/fr/stores/store/index/id/338/,45.4018108,-71.94926240000001,1745790598,hospital,0
Estrie,52842,"F. FARHAT, O.D.","1749 SHERBROOKE, MAGOG, QC, J1X 2T5",,1094.0,ChIJuekSBbEQyUwR6p7R6Bp5hgs,L'Optik Farhat,Montréal,CA,QC,H4A 1W6,+1 514-481-0671,,hospital,http://farhat.com/,45.47117549999999,-73.6150396,1745790598,hospital,0
Estrie,52885,LUNETTERIE CLUB,"3290 PORTLAND, SHERBROOKE, QC, J1L 2A6",,1095.0,ChIJj_p2V5S0t0wRxVbVwEvdG9A,Bar à lunettes Marie-Sophie Dion,Sherbrooke,CA,QC,J1L 2Y7,+1 819-346-4494,,hospital,http://www.baralunettes.com/,45.40391849999999,-71.9522365,1745790598,hospital,0
Estrie,52889,OPTIQUE DOYLE MAGOG INC.,"267 RUE PRINCIPALE O, MAGOG, QC, J1X 2A8",,1096.0,ChIJG1ibTfI3tkwR1ti81Tb583I,Doyle Optometrists & Opticians,Magog,CA,QC,J1X 2A8,+1 819-843-3061,,hospital,https://www.doyle.ca/fr/boutiques/magog/,45.2656937,-72.15069609999999,1745790598,hospital,0
Estrie,52890,CENTRE VISUEL COWANSVILLE,"132 PRINCIPALE, COWANSVILLE, QC, J2K 1J2",,1097.0,ChIJYzkDToXdyUwR0FOI0XhlG8s,IRIS Optométristes et Opticiens - Cowansville,Cowansville,CA,QC,J2K 2Y1,+1 450-263-3341,,hospital,https://iris.ca/fr/trouver-une-boutique/cowansville,45.2027333,-72.7475312,1745790598,hospital,0
Estrie,52931,JEAN-PIERRE PARADIS,"5031 BOUL DES VETERANS, LAC-MEGANTIC, QC, G6B 2G4",,1098.0,ChIJ27ZySLxGt0wRJZ8KgZ5WAzs,Paradis Jean-Pierre,Lac-Mégantic,CA,QC,G6B 2G4,+1 819-583-4700,,hospital,,45.577022,-70.8862742,1745790598,hospital,0
